text	label
"Anton Schutte , an official with the embassy for Belgium , the Netherlands and Luxembourg , said the Dutch government had ruled out paying any money in ransom . """	[('PER', 0, 1), ('LOC', 9, 9), ('LOC', 12, 12), ('LOC', 14, 14), ('MISC', 18, 18)]
"We 're looking at a criminal act that has no political aspect as far as what we can tell , "" Schutte added ."	[('PER', 21, 21)]
A note with the ransom demand was left in the couple 's car , which was used in the kidnapping , Schutte told a news conference on Monday .	[('PER', 21, 21)]
"He said the note , believed to have been hand-written in Spanish and signed by the victims , was addressed to Ebe Huizinga , another Dutch citizen who owns the tree plantation . """	[('PER', 21, 22), ('MISC', 11, 11), ('MISC', 25, 25)]
"Depending on you , we will either live or die , "" it said ."	[]
Alvarado said the car was abandoned about 40 miles ( 60 km ) north of the couple 's house but said that did not indicate the kidnappers intended to take their victims into neighbouring Nicaragua .	[('PER', 0, 0), ('LOC', 34, 34)]
The farm is in the border region where a German tourist and a Swiss tour guide were kidnapped last New Year 's Eve by a heavily armed band led by a former Nicaraguan guerrilla .	[('MISC', 9, 9), ('MISC', 13, 13), ('MISC', 32, 32)]
The two were held for 71 days until relatives paid a ransom .	[]
Two of the suspected abductors have since been arrested .	[]
Venezuela unions harden towards CVG privatization .	[('ORG', 4, 4), ('LOC', 0, 0)]
CARACAS 1996-08-27	[('LOC', 0, 0)]
A swell of protest is growing within Venezuela 's trade unions at the proposed year-end privatization of the state-owned holding company Corporacion Venezolana de Guayana ( CVG ) , CVG union leaders said Tuesday .	[('ORG', 21, 24), ('ORG', 26, 26), ('ORG', 29, 29), ('LOC', 7, 7)]
""" We oppose the way the government is proceeding with the sale , "" Ramon Machuca , Sidor trade union Secretary General and member of union-based opposition party Radical Cause , told reporters ."	[('ORG', 17, 17), ('ORG', 28, 29), ('PER', 14, 15)]
""" We do n't believe the government will make its timetable , "" he added ."	[]
Sidor is the CVG 's steel-producing arm , slated for a December sale worth an estimated $ 1.5 billion .	[('ORG', 0, 0), ('ORG', 3, 3)]
The CVG 's aluminum companies Venalum and Alucasa are also scheduled to be sold early 1997 .	[('ORG', 1, 1), ('ORG', 5, 5), ('ORG', 7, 7)]
Arguing that CVG 's privatization would result in some 13,000 layoffs , compared to the government 's estimated 1,500 , CVG 's union leaders told reporters they would strike and stage protests if their concerns were not addressed .	[('ORG', 2, 2), ('ORG', 20, 20)]
""" We oppose any privatization that hurts workers ' welfare and does not take into account its social impact , "" they said ."	[]
The opposition party Radical Cause controls all of the unionized workers at the CVG heavy industry complex and has systematically opposed all government legislation in congress .	[('ORG', 3, 4), ('ORG', 13, 13)]
-- Omar Lugo , Caracas newsroom , 582 834405	[('PER', 1, 2), ('LOC', 4, 4)]
"Nicaraguan drunks fear "" lovebite "" bandit ."	[('MISC', 0, 0)]
MANAGUA , Nicaragua 1996-08-27	[('LOC', 0, 0), ('LOC', 2, 2)]
"Heavy drinkers in a Nicaraguan city were searching for someone who has covered them in "" lovebites "" while they were passed out in a drunken stupor , a local newspaper reported on Tuesday ."	[('MISC', 4, 4)]
"The dreaded "" chupabolos "" -- "" drunksucker "" -- preys on men who have passed out in the streets of Matagalpa , 80 miles ( 130 kms ) north of Managua , placing hickey-like "" lovebites "" on various parts of their bodies , El Nuevo Diario reported ."	[('ORG', 45, 47), ('LOC', 21, 21), ('LOC', 31, 31)]
Enraged drunks and street people in this town known for its machismo have organised a so-far unsuccessful search for the culprit who finds victims in the dark streets surrounding a local market .	[]
The total number of victims was still unknown .	[]
The first of the victims were two vagrants who slept in an abandoned car in front of a local bank , the newspaper said .	[]
In spite of the collective fear gripping Matagalpa 's drinkers , local women expressed little sympathy .	[('LOC', 7, 7)]
""" Its just desserts for all the ' bolos ' ( drunkards ) who sleep in the streets of our beautiful town , "" said a woman who worked in the local market ."	[]
Brazil likely to turn Banespa federal bank - paper .	[('ORG', 4, 4), ('LOC', 0, 0)]
SAO PAULO 1996-08-27	[('PER', 0, 1)]
Brazil is likely to turn Sao Paulo state bank Banespa into a federal bank in a prior step to privatization , according to unnamed government sources , O Globo daily said .	[('ORG', 9, 9), ('ORG', 27, 28), ('LOC', 0, 0), ('LOC', 5, 6)]
The newspaper said the Central Bank special administration of Banespa ends in December 30 and after that the bank has to be liquidated or turned into a federal bank since there are no conditions to return Banespa to Sao Paulo state government .	[('ORG', 4, 5), ('ORG', 9, 9), ('ORG', 36, 36), ('LOC', 38, 39)]
A Central Bank spokesman said he could not confirm or deny the report .	[('ORG', 1, 2)]
Banespa has been under central bank special temporary administration since December 1994 .	[('ORG', 0, 0)]
The central bank management could be lifted if Sao Paulo state decided to take part in the recent federal government 's plan to restructure state banks .	[('LOC', 8, 9)]
Under the plan , the federal government would provide 100 percent of the financing needed to restructure debt of state banks being privatized , liquidated or turned into development banks .	[]
It also offers to refinance up to 50 percent of the debt held by state banks whose governments decide to keep control of their banks .	[]
Although the plan was designed under terms proposed by Sao Paulo state governor Mario Covas , he has showed no interest in taking part in the plan because Sao Paulo 's debt with Banespa has increased sharply , O Globo said .	[('ORG', 33, 33), ('ORG', 38, 39), ('PER', 13, 14), ('LOC', 9, 10), ('LOC', 28, 29)]
Sao Paulo state 's debt is now estimated at 19 billion reais .	[('LOC', 0, 1)]
O Globo also said another delicate case to be solved involves private bank Bamerindus .	[('ORG', 0, 1), ('ORG', 13, 13)]
The newspaper said Bamerindus has sent to the Central Bank a proposal for restructuring combined with a request for a 90-day credit line , paying four percent a year plus the Basic Interest Rate of the Central Bank ( TBC ) .	[('ORG', 3, 3), ('ORG', 8, 9), ('ORG', 36, 37), ('ORG', 39, 39)]
O Globo also said the loan would give Bamerindus time to sell assets .	[('ORG', 0, 1), ('ORG', 8, 8)]
Bamerindus , Brazil 's fourth-largest private bank , has been facing liquidity troubles .	[('ORG', 0, 0), ('LOC', 2, 2)]
Bamerindus declined to comment on negotiations being held with the Central Bank .	[('ORG', 0, 0), ('ORG', 10, 11)]
-- Fatima Cristina , Sao Paulo newsroom , 55-11-2324411	[('PER', 1, 2), ('LOC', 4, 5)]
Czech Republic 's Havel to tour Brazil in September .	[('PER', 3, 3), ('LOC', 0, 1), ('LOC', 6, 6)]
BRASILIA 1996-08-27	[('LOC', 0, 0)]
Czech Republic President Vaclav Havel is scheduled to make an official visit to Brazil Sept .	[('PER', 3, 4), ('LOC', 0, 1), ('LOC', 13, 13)]
15-21 , Brazil 's Foreign Relations Ministry said on Tuesday .	[('LOC', 2, 2)]
Havel is due to meet with his Brazilian counterpart Fernando Henrique Cardoso in the capital Brasilia and will visit the cities of Manaus , Sao Paulo and Rio de Janeiro .	[('PER', 0, 0), ('PER', 9, 11), ('LOC', 15, 15), ('LOC', 24, 25), ('LOC', 27, 29), ('MISC', 7, 7)]
Also due to visit Brazil in September are South Korean President Kim Young Sam and German Chancellor Helmut Kohl .	[('PER', 11, 13), ('PER', 17, 18), ('LOC', 4, 4), ('MISC', 8, 9), ('MISC', 15, 15)]
Former Argentine benevolent dictator Alejandro Lanusse dies .	[('PER', 4, 5), ('MISC', 1, 1)]
BUENOS AIRES 1996-08-26	[('LOC', 0, 1)]
Alejandro Lanusse , the former dictator who ruled Argentina for two years , died at age 78 on Monday .	[('PER', 0, 1), ('LOC', 8, 8)]
Lanusse died after being brought to a hospital a week ago following a fall at home that resulted in a blood clot in the brain .	[('PER', 0, 0)]
He was operated on earlier in the week but failed to recover from surgery .	[]
The former dictator , who ruled from 1971 to 1973 , was best known for allowing Juan Domingo Peron , Argentina 's famed populist leader , to return to Argentina after 17 years of forced exile .	[('PER', 16, 18), ('LOC', 20, 20), ('LOC', 29, 29)]
Lanusse took over the leadership of the country after five years of dictatorship .	[('PER', 0, 0)]
But unlike his two predecessors , Juan Carlos Ongania and Marcelo Levingston , who ruled Argentina with an iron hand , Lanusse steered the country toward democracy .	[('PER', 6, 7), ('PER', 10, 11), ('PER', 21, 21), ('LOC', 15, 15)]
That resulted in general elections in March 1973 when the Peronists led by Hector Campora and Vicente Solano Lima returned to power .	[('ORG', 10, 10), ('PER', 13, 14), ('PER', 16, 18)]
Lanusse was a candidate in the election but failed to defeat his old adversories and never returned to public office .	[('PER', 0, 0)]
He was imprisoned for four years in 1951 for taking part in a coup attempt to overthrow Peron led by General Benjamin Menendez .	[('PER', 17, 17), ('PER', 21, 22)]
"Lanusse 's rule saw the gradual rise of left-wing activism which culminated in another period of brutal Argentine dictatorship from 1976 to 1983 , during which the military launched its "" dirty war "" that resulted in 10,000 missing people ."	[('PER', 0, 0), ('MISC', 17, 17)]
"In his autobiography published in 1990 , Lanusse described himself as a military man with "" democratic ideas . """	[('PER', 7, 7)]
He was born in Buenos Aires in 1918 and married Ileana Bell with whom he had nine children .	[('PER', 10, 11), ('LOC', 4, 5)]
He entered the Military College in 1935 .	[('ORG', 3, 4)]
Ten missing in north China ship collision .	[('LOC', 4, 4)]
BEIJING 1996-08-27	[('LOC', 0, 0)]
Ten people were missing after a fishing boat collided with a passenger liner and sank off China 's northeastern province of Liaoning , state radio said on Tuesday .	[('LOC', 16, 16), ('LOC', 21, 21)]
"The fishing boat sank and its entire crew was missing after a collision with the "" Tiantan "" liner off the port of Dalian early on Monday , the report said ."	[('LOC', 23, 23), ('MISC', 16, 16)]
It said the liner was heading to Dalian from the northern port of Tianjin , it said .	[('LOC', 7, 7), ('LOC', 13, 13)]
Dalian port officials , contacted by telephone , confirmed the collision but gave no further details .	[('LOC', 0, 0)]
Matahari revises down 1996 net target .	[('ORG', 0, 0)]
JAKARTA 1996-08-27	[('LOC', 0, 0)]
Indonesian department store operator PT Matahari Putra Prima said on Tuesday that it had revised down its 1996 net profit target .	[('ORG', 4, 7), ('MISC', 0, 0)]
Matahari 's finance director , Hanifah Komala , said they revised down net profit for 1996 to 46 billion from its original target of 50 billion rupiah .	[('ORG', 0, 0), ('PER', 5, 6)]
""" We have to revised down our target due to weak sales performance in the third quarter , "" said Komala ."	[('PER', 20, 20)]
He also said the company expect to record a 83 billion rupiah of net profit in 1997 .	[]
-- Jakarta newsroom +6221 384-6364	[('LOC', 1, 1)]
S. Korea asked to stop China-bound missionaries .	[('LOC', 0, 1), ('MISC', 5, 5)]
BEIJING 1996-08-27	[('LOC', 0, 0)]
Beijing has called on Seoul to stop South Korean missionaries from travelling to China , a South Korean embassy spokesman said on Tuesday .	[('LOC', 0, 0), ('LOC', 4, 4), ('LOC', 13, 13), ('MISC', 7, 8), ('MISC', 16, 17)]
The appeal was made on Sunday during talks between South Korean deputy Foreign Minister Lee Ki-choo and his Chinese counterpart Tang Jiaxuan , the spokesman said .	[('PER', 14, 15), ('PER', 20, 21), ('MISC', 9, 10), ('MISC', 18, 18)]
It is not known why China raised the issue .	[('LOC', 5, 5)]
Atheist China officially bans missionary activities but often turns a blind eye to religious activities of people nominally employed as foreign language teachers , particularly in remote areas that are unable to attract other candidates .	[('LOC', 1, 1)]
Hong Kong nabs blind 10-year-old illegal immigrant .	[('LOC', 0, 1)]
HONG KONG 1996-08-27	[('LOC', 0, 1)]
A blind 10-year-old boy from China sneaked over the border into Hong Kong and was arrested as an illegal immigrant , Hong Kong police said on Tuesday .	[('LOC', 5, 5), ('LOC', 11, 12), ('LOC', 21, 22)]
He was caught by police trying to force his way into a home in the rural New Territories , a police spokesman said .	[('LOC', 16, 17)]
""" The boy came from China 's eastern province of Jiangsu ."	[('LOC', 5, 5), ('LOC', 10, 10)]
"He was spotted by a passerby trying to climb into an apartment in the early hours of Monday morning , "" the spokesman said ."	[]
